25.50902939	3.263427071
27.50989914	2.045485085
29.94113922	10.75578404
32.62617111	8.128260405
35.66028976	7.940889851
39.46205139	4.506686254
42.55738831	-1.091378379
44.76128006	2.937705526
46.96324921	1.045850179
49.49615097	1.046070933
52.64474106	2.927132726
54.94054031	-1.918593183
56.70584869	-2.823618507
53.90171051	0.085386931
57.46385956	1.382548506
57.40002823	0.944376702
57.83377838	-2.667014061
58.45991135	3.359026676
57.0118576	-1.382839628
58.06027985	1.257248148
56.74729919	1.88592867
57.81060028	-0.207475508
57.17087173	-0.309122933
57.36018173	1.96495055
57.42984656	0.04594147
54.03868103	-0.423772128
56.76203627	2.16057048
56.25138092	1.175564974
57.73585129	-6.604966749
57.70923	-0.813530425
58.03422	2.134650214
59.09058	2.284687206
58.69922	0.984821248
59.36859	6.4066799
62.00888	3.543853785
64.27048	2.669304909
65.84909	0.494779993
62.039252	4.607050249
88.64426	-1.058188534
92.31843	1.892927572
96.46614	6.221051678
99.54315	4.070252971
102.1121	3.387280468
104.8615	2.198941227
104.0311	-1.507585123
103.7501	-2.898024887
102.1983	0.573877117
101.43565	-0.397089903
